id_theme;sous_matiere_app;theme;nb_questions_associees;sessions;types_questions;score_priorite_provisoire;niveau_priorite;resume;points_cles;pieges;statut
THEME_BACT_SARM_2024_S1;Bactériologie;SARM hémoculture portage et précautions Contact;4;S1;"DP;QCM;QROC;QRU";98;Ultra prioritaire;Fin du DP sur hémoculture à cocci Gram positif en amas, S. aureus, SARM, vancomycine, précautions Contact et recherche de portage nasal.;"Cocci Gram positif en amas; Staphylococcus aureus; SARM; vancomycine; précautions Contact; fosses nasales antérieures; portage nasal";"Confondre amas et chaînettes; traiter SARM par oxacilline ou C3G; classer SARM comme BHRe; prélever nasopharynx au lieu des narines";Non vu
THEME_PARA_VOYAGE_COTE_IVOIRE_2024_S1;Parasitologie-Mycologie;Voyage en Côte d’Ivoire et prévention parasitaire;3;S1;"DP;QCM";92;Ultra prioritaire;Début du DP sur conseils de prévention avant voyage : hygiène alimentaire, viande bien cuite, lavage des mains, éviter eau douce et vaccination obligatoire fièvre jaune.;"Côte d’Ivoire; fièvre jaune; éviter glaçons; viande bien cuite; lavage mains; eau douce; schistosomose; prophylaxie paludisme; doxycycline; atovaquone-proguanil";"Confondre vaccination obligatoire et recommandée; proposer chloroquine/artésunate en prophylaxie; oublier l’eau douce pour schistosomose";Non vu
THEME_PARA_PALUDISME_2024_S1;Parasitologie-Mycologie;Paludisme retour de Côte d’Ivoire;5;S1;"DP;QCM;QROC;QRU";98;Ultra prioritaire;DP très rentable sur paludisme : transmission, cycle, symptômes, diagnostic biologique et critères de gravité.;"Paludisme; Plasmodium falciparum; anophèle femelle; piqûre moustique; cycle hépatique; cycle sanguin; fièvre; frissons; céphalées; troubles digestifs; frottis sanguin; goutte épaisse; test antigénique rapide";"Utiliser sérologie palustre; confondre paludisme et parasitose digestive; oublier les troubles digestifs possibles";Non vu
THEME_PARA_CRITERES_GRAVITE_PALUDISME_2024_S1;Parasitologie-Mycologie;Critères de gravité du paludisme;1;S1;"DP;QCM";96;Ultra prioritaire;Question dédiée aux critères de paludisme grave.;"Hypoglycémie <2,2 mmol/L; coma; détresse respiratoire; anémie <7 g/dL; hémorragie; CIVD";"Sous-estimer les critères de gravité; confondre accès simple et grave";Non vu
THEME_PARA_HYPEREOSINOPHILIE_2024_S1;Parasitologie-Mycologie;Hyperéosinophilie parasitaire au retour de voyage;2;S1;"DP;QCM";94;Ultra prioritaire;Le DP explore une hyperéosinophilie après accès palustre traité : schistosomose, anguillulose et bilan parasitologique adapté.;"Hyperéosinophilie; schistosomose; anguillulose; examen parasitologique urines 24h; examen parasitologique selles x3; sérologie schistosomose";"Associer toxoplasmose/amibiase/leishmaniose à hyperéosinophilie typique; oublier les selles répétées";Non vu
THEME_PARA_GIARDIOSE_2024_S1;Parasitologie-Mycologie;Giardiose;1;S1;"DP;QRU";86;Très haute;Question sur le traitement d’une giardiose diagnostiquée à l’examen parasitologique des selles.;"Giardia intestinalis; formes végétatives; examen parasitologique selles; métronidazole";Traiter par ivermectine, fluconazole ou fluoroquinolone;Non vu
THEME_PARA_SCHISTOSOMOSE_2024_S1;Parasitologie-Mycologie;Schistosomose;2;S1;"DP;QROC;QCM";92;Ultra prioritaire;Fin du DP sur schistosomose : genre Schistosoma et contamination par baignade en eau douce.;"Schistosoma; schistosomose; bilharziose; baignade; eaux douces; contamination transcutanée";"Confondre avec paludisme ou péril fécal; répondre moustique ou aliments souillés";Non vu
THEME_VIRO_GROSSESSE_SEROLOGIES_2024_S1;Virologie;Grossesse sérologies obligatoires et recommandées;3;S1;"DP;QCM;QROC";94;Ultra prioritaire;Début du DP sur première consultation prénatale : sérologies obligatoires, VIH recommandé, vaccins disponibles VHB et rubéole.;"Rubéole; Ag HBs; syphilis; toxoplasmose; VIH recommandé; vaccin VHB; vaccin rubéole";"Confondre obligatoire et recommandé pour VIH; proposer vaccins VIH/toxoplasmose/syphilis";Non vu
THEME_VIRO_RUBEOLE_GROSSESSE_2024_S1;Virologie;Rubéole grossesse et vaccin ROR;5;S1;"DP;QCM;QRU";98;Ultra prioritaire;Cœur du DP : sérologie rubéole, risque congénital, conduite si non immunisée, vaccin ROR et clinique de primo-infection.;"Rubéole; IgG anti-rubéole; IgM; ELISA; tube sec; rubéole congénitale; malformations oculaires; grossesse; contrôle à 20 SA; vaccin ROR; vaccin vivant atténué; contagieux avant éruption; éruption maculo-papuleuse; gouttelettes";"Vacciner pendant la grossesse; dire IgM exclut primo-infection; inverser risque premier trimestre; croire infection toujours symptomatique";Non vu
THEME_VIRO_HPV_CANCER_COL_2024_S1;Virologie;HPV dépistage cancer du col et vaccination;5;S1;"DP;QCM;QROC";98;Ultra prioritaire;Fin du DP sur HPV : cancer du col, dépistage selon âge, vaccination filles/garçons et persistance HPV haut risque.;"HPV; cancer col utérus; frottis cervico-vaginal; cytologie 25-30 ans; PCR HPV >30 ans; vaccination HPV; filles 11-14; garçons 11-14; couverture vaccinale; condylomes; verrues; persistance HPV haut risque";"Dire que tous les HPV sont oncogènes; faire PCR HPV à toutes les femmes; confondre cytologie et PCR selon âge; attribuer cancers au HPV 6; croire vaccin vivant atténué";Non vu
THEME_PARA_PALUDISME_DIAGNOSTIC_2024_S1;Parasitologie-Mycologie;Diagnostic du paludisme;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur les examens utilisables pour diagnostiquer un accès palustre.;"Paludisme; frottis sanguin; PCR; test immunochromatographique antigénique; diagnostic direct";Utiliser sérologie ou culture pour un accès aigu;Non vu
THEME_PARA_TOXOPLASMOSE_GROSSESSE_2024_S1;Parasitologie-Mycologie;Toxoplasmose grossesse et séroconversion;2;S1;"DL;QCM";96;Ultra prioritaire;Deux QCM sur prévention de la toxoplasmose chez la femme enceinte séronégative et conduite après séroconversion.;"Toxoplasmose; femme enceinte; viande bien cuite; lavage fruits/légumes; séroconversion; PCR liquide amniotique; surveillance ophtalmologique; IMG";"Vacciner le chat; inverser transmission et gravité selon terme; oublier surveillance enfant";Non vu
THEME_PARA_OXYUROSE_2024_S1;Parasitologie-Mycologie;Oxyurose;2;S1;"DL;QCM;QRU";92;Ultra prioritaire;Questions sur l’oxyurose : prurit anal nocturne, vers adultes, transmission interhumaine, auto-contamination et indication de recherche.;"Oxyurose; Enterobius vermicularis; prurit anal nocturne; vers adultes visibles; transmission interhumaine; auto-contamination";"Attribuer à un réservoir animal; rechercher devant toux ou fièvre isolée";Non vu
THEME_PARA_TAENIA_SOLIUM_2024_S1;Parasitologie-Mycologie;Taenia solium;1;S1;"DL;QCM";88;Très haute;Question sur Taenia solium : porc, œufs dans les selles et cysticercose.;"Taenia solium; porc; cysticercose; œufs selles; ténia";Confondre avec Taenia saginata ou parasite à chien hôte intermédiaire;Non vu
THEME_PARA_GALE_SARCOPTES_2024_S1;Parasitologie-Mycologie;Gale et Sarcoptes scabiei;2;S1;"DL;QCM";94;Ultra prioritaire;Deux QCM sur la gale : traitement collectif, linge, isolement, Sarcoptes, prurit et scabiose.;"Gale; Sarcoptes scabiei; scabiose; ectoparasite; prurit; traitement collectif; linge; isolement 72h";"Traiter seulement le prurit; oublier les contacts et le linge; confondre avec poux vecteurs de rickettsioses";Non vu
THEME_PARA_HELMINTHES_EOSINOPHILIE_2024_S1;Parasitologie-Mycologie;Helminthoses et hyperéosinophilie;2;S1;"DL;QCM;QRU";92;Ultra prioritaire;Questions sur parasitoses à éosinophilie diagnostiquées par selles et définition d’un helminthe.;"Schistosomose digestive; téniasis; ascaridiose; anguillulose; examen parasitologique selles; helminthe; eucaryote multicellulaire";"Mettre toxocarose en EPS direct; confondre helminthe avec protozoaire ou arthropode";Non vu
THEME_PARA_CANDIDA_MORPHO_2024_S1;Parasitologie-Mycologie;Candida albicans morphologie;1;S1;"DL;QCM";88;Très haute;Question sur les morphologies microscopiques de Candida albicans.;"Candida albicans; levures bourgeonnantes; pseudo-filaments; examen microscopique";Confondre avec Cryptococcus capsulé, Pneumocystis ou Mucorales;Non vu
THEME_PARA_ASPERGILLUS_2024_S1;Parasitologie-Mycologie;Aspergillus fumigatus;2;S1;"DL;QCM;QRU";92;Ultra prioritaire;Questions sur Aspergillus fumigatus : opportuniste, ubiquitaire, saprophyte des débris végétaux et champignon filamenteux.;"Aspergillus fumigatus; opportuniste; ubiquitaire; saprophyte; débris végétaux; champignon filamenteux";Le considérer comme tropical, strict ou levuriforme;Non vu
THEME_PARA_PNEUMOCYSTOSE_2024_S1;Parasitologie-Mycologie;Pneumocystose et sérologie;1;S1;"DL;QCM";84;Haute;Question sur l’absence d’intérêt diagnostique de la sérologie dans la pneumocystose.;"Pneumocystose; sérologie; diagnostic direct; PCR; LBA";Attribuer une bonne valeur diagnostique à la sérologie;Non vu
THEME_PARA_CRYPTOCOCCOSE_2024_S1;Parasitologie-Mycologie;Cryptococcus neoformans;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur Cryptococcus neoformans : levure cosmopolite associée aux oiseaux, antigène sérique et capsule polysaccharidique.;"Cryptococcus neoformans; levure; oiseaux; antigène sérique; capsule polysaccharidique; Sabouraud";Dire non cultivable ou contamination digestive habituelle;Non vu
THEME_PARA_DERMATOPHYTES_2024_S1;Parasitologie-Mycologie;Dermatophytes;1;S1;"DL;QCM";88;Très haute;Question sur dermatophytes, onychomycoses et kératinophilie.;"Dermatophytes; onychomycoses; kératinophiles; peau; phanères";Les classer comme opportunistes invasifs ou toujours transmis par animaux;Non vu
THEME_PARA_GIARDIASE_2024_S1_DL;Parasitologie-Mycologie;Giardiase transmission;1;S1;"DL;QCM";86;Très haute;Question sur la transmission de la giardiase.;"Giardia; mains sales; couches; pratiques oro-anales; ingestion kystes; péril fécal";Évoquer transmission par moustiques;Non vu
THEME_PARA_AMIBIASE_TROPHOZOITES_2024_S1;Parasitologie-Mycologie;Entamoeba histolytica trophozoïtes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur les trophozoïtes d’Entamoeba histolytica.;"Entamoeba histolytica; trophozoïtes; mobilité; histolyse; ulcérations coliques; kystes";Dire que les trophozoïtes sont très résistants dans le milieu extérieur;Non vu
THEME_VIRO_BASES_2024_S1_DL2;Virologie;Bases de virologie réplication et physiopathologie;2;S1;"DL;QCM";88;Très haute;DL2 teste les bases : enzymes cellulaires/virales, parasitisme intracellulaire, culture cellulaire, effet cytopathogène, lyse et transformation cellulaire.;"Virus; enzymes cellulaires; enzymes virales; parasite intracellulaire obligatoire; lignée cellulaire; effet cytopathogène; transformation cellulaire; lyse cellulaire";"Dire que tous les virus sont enveloppés; généraliser ARN polymérase ARN dépendante; croire que toute infection virale lyse la cellule";Non vu
THEME_VIRO_GRIPPE_2024_S1_DL2;Virologie;Grippe;1;S1;"DL;QCM";84;Haute;Question sur vaccin antigrippal annuel et risque de forme grave chez les personnes âgées.;"Grippe; vaccin annuel; souches circulantes; personnes âgées; forme grave";Retenir épidémies estivales ou PCR salivaire comme standard attendu;Non vu
THEME_VIRO_VIH_2024_S1_DL2;Virologie;VIH primo-infection et transmission mère-enfant;2;S1;"DL;QCM;QRU";96;Ultra prioritaire;DL2 teste deux points forts du VIH : transmission mère-enfant avec diagnostic moléculaire du nouveau-né et ARN VIH comme marqueur précoce de primo-infection.;"VIH; transmission in utero; accouchement; allaitement; ARN VIH plasmatique; ADN VIH cellulaire; nouveau-né; primo-infection; ARN VIH précoce";"Utiliser les anticorps du nouveau-né; confondre sérologie/Western blot avec marqueur précoce";Non vu
THEME_VIRO_FIEVRES_ERUPTIVES_2024_S1_DL2;Virologie;Fièvres éruptives de l’enfant;1;S1;"DL;QCM";88;Très haute;Question sur les virus responsables de fièvres éruptives chez l’enfant.;"VZV; varicelle-zona; parvovirus B19; rougeole; exanthème fébrile";Confondre avec rotavirus ou adénovirus;Non vu
THEME_VIRO_HPV_2024_S1_DL2;Virologie;HPV cancers et verrues;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur HPV haut risque et verrues.;"HPV; haut risque oncogène; cancer col utérus; verrues; dépistage cancer col; vaccination HPV";"Croire vaccination dès naissance; croire vaccination dispense du dépistage; transmission principalement materno-fœtale";Non vu
THEME_VIRO_HEPATITES_2024_S1_DL2;Virologie;Hépatites virales A B et vaccin VHB;3;S1;"DL;QCM;QRU";94;Ultra prioritaire;Questions sur vaccin VHB, hépatite A et hépatite B aiguë.;"Vaccin hépatite B; anti-HBs; professions médicales; hépatite A; absence chronicité; IgM anti-HBc; hépatite B aiguë";"Confondre anti-HBs vaccinal et anti-HBe; confondre VHA avec VHB/VHC; confondre aiguë et infection guérie";Non vu
THEME_VIRO_CMV_CONGENITAL_2024_S1_DL2;Virologie;CMV congénital;1;S1;"DL;QCM";88;Très haute;Question sur l’infection congénitale à CMV et ses séquelles.;"CMV congénital; retard psychomoteur; déficit auditif; infection congénitale";"Dire infection congénitale rare; utiliser PCR selles comme critère attendu";Non vu
THEME_VIRO_OREILLONS_2024_S1_DL2;Virologie;Oreillons;1;S1;"DL;QCM";80;Haute;Question sur oreillons, méningites et atteinte testiculaire/infertilité.;"Oreillons; méningite; parotidite; orchite; infertilité masculine; ROR";Déduire immunité oreillons d’une immunité anti-rougeole;Non vu
THEME_VIRO_TRANSMISSION_BIOCIDES_2024_S1_DL2;Virologie;Transmission virale et biocides;2;S1;"DL;QCM";88;Très haute;Questions transversales sur voies de transmission virale et biocides.;"Seringue souillée; transmission aérienne; voie oro-fécale; biocides; antiseptiques; virucide; virus nus; action par contact";"Dire aucun virus sexuel; croire que biocides remplacent les règles d’hygiène";Non vu
THEME_VIRO_ROUGEOLE_2024_S1_DL2;Virologie;Rougeole diagnostic;1;S1;"DL;QCM";88;Très haute;Question sur le diagnostic de la rougeole : clinique, PCR nasopharyngée et IgM.;"Rougeole; diagnostic clinique; PCR nasopharyngée; IgM rougeole";Utiliser prélèvement de macules ou PCR urines;Non vu
THEME_VIRO_HERPESVIRIDAE_2024_S1_DL2;Virologie;HSV et VZV;3;S1;"DL;QCM";96;Ultra prioritaire;DL2 re-teste fortement HSV/VZV : persistance, encéphalite, excrétion asymptomatique, kératite, VZV materno-fœtal et zona.;"HSV; infections persistantes; encéphalite; excrétion asymptomatique; HSV-1; HSV-2; kératite; VZV; Herpesviridae; transmission materno-fœtale; zona";"Cultiver HSV sur gélose au sang; confondre HSV avec virus digestifs; placer la latence HSV dans ganglions lymphatiques; dire pas de vaccin varicelle";Non vu
THEME_VIRO_ROTAVIRUS_2024_S1_DL2;Virologie;Rotavirus;1;S1;"DL;QCM";82;Haute;Question sur rotavirus : collectivités, transmission oro-fécale et gravité.;"Rotavirus; collectivités; voie oro-fécale; nourrisson; personnes âgées; gastro-entérite";"Diagnostiquer par acides nucléiques dans les urines; dire adulte plus fréquent";Non vu
THEME_BACT_HEMOCULTURES_2024_S1;Bactériologie;Hémocultures bactériémie et endocardite;2;S1;"DL;QCM;QRU";96;Ultra prioritaire;DL3 teste les hémocultures : incubation, Gram flacon positif, volume, détection CO2 et stratégie en urgence d’endocardite.;"Hémocultures; bactériémie; automate 35/37°C; Gram flacon positif; CO2; 8-10 mL; endocardite; trois paires; urgence thérapeutique";"Oublier le volume; prélever uniquement sur cathéter; croire qu’il faut attendre l’hyperthermie";Non vu
THEME_NOSO_HYGIENE_MAINS_2024_S1;Transversal-Nosocomial;Hygiène des mains et C. difficile;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur lavage savon doux, SHA et conduite après C. difficile.;"SHA; lavage savon doux; mains souillées; Clostridioides difficile; friction hydroalcoolique";"Alterner savon/SHA par principe; croire SHA contre-indiquée femme enceinte";Non vu
THEME_BACT_STREPTO_PYOGENES_ERYSIPELE_2024_S1;Bactériologie;Érysipèle à Streptococcus pyogenes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur érysipèle/dermo-hypodermite non nécrosante à S. pyogenes.;"Streptococcus pyogenes; érysipèle; dermo-hypodermite; amoxicilline; cocci Gram positif; chaînettes";"Confondre groupe A et groupe B; croire hémocultures >90%";Non vu
THEME_BACT_MICROBIOTE_INTESTINAL_2024_S1;Bactériologie;Microbiote intestinal;1;S1;"DL;QCM";80;Haute;Question sur microbiote intestinal, colonisation néonatale et impact des antibiotiques précoces.;"Microbiote intestinal; accouchement voie basse; antibiotiques petite enfance; anaérobies stricts; colonisation";"Dire majorité aérobie stricte; surestimer entérobactéries/entérocoques";Non vu
THEME_BACT_NEONATAL_STREPTOB_2024_S1;Bactériologie;Méningite néonatale à Streptococcus agalactiae;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur méningite néonatale avec cocci Gram positif en chaînettes.;"Streptococcus agalactiae; streptocoque B; méningite néonatale; accouchement; cocci Gram positif; chaînettes";"Confondre avec Listeria ou pneumocoque; utiliser antigénurie pneumocoque maternelle";Non vu
THEME_BACT_PNEUMONIES_ATYPIQUES_2024_S1;Bactériologie;Pneumonies atypiques;1;S1;"DL;QCM";86;Très haute;Question sur bactéries responsables de pneumonies atypiques.;"Mycoplasma pneumoniae; Chlamydia psittaci; pneumonie atypique";Classer pneumocoque ou S. aureus comme atypique;Non vu
THEME_NOSO_DECLARATION_OBLIGATOIRE_2024_S1;Transversal-Nosocomial;Déclaration obligatoire ARS;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur déclaration obligatoire, ARS, légionellose et infections à méningocoque.;"Déclaration obligatoire; ARS; légionellose; méningocoque; risque épidémique; signalement";"Dire coordination par CHU; oublier l’objectif de santé publique";Non vu
THEME_BACT_STRUCTURE_GENERALE_2024_S1;Bactériologie;Structure bactérienne générale;1;S1;"DL;QCM";78;Haute;Question générale sur membrane plasmique et génome bactérien.;"Bactérie; membrane plasmique; ADN; procaryote; noyau; peptidoglycane";"Dire génome ARN; croire noyau bactérien";Non vu
THEME_BACT_CYSTITE_SIMPLE_2024_S1;Bactériologie;Cystite aiguë simple femme jeune;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur diagnostic de première cystite aiguë simple chez la femme jeune.;"Cystite aiguë simple; bandelette urinaire; leucocytes; nitrites; traitement probabiliste; femme jeune";Demander ECBU/Gram/antibiogramme systématique;Non vu
THEME_BACT_CHLAMYDIA_2024_S1;Bactériologie;Chlamydia trachomatis;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur Chlamydia trachomatis : intracellulaire strict et PCR.;"Chlamydia trachomatis; intracellulaire strict; PCR; amplification acides nucléiques; IST";"La cultiver sur gélose au sang cuit; la confondre avec spirochète";Non vu
THEME_BACT_MATERNO_FOETALE_HEMATOGENE_2024_S1;Bactériologie;Infections materno-fœtales hématogènes;1;S1;"DL;QCM";88;Très haute;Question sur les bactéries transmises préférentiellement par voie hématogène au fœtus.;"Treponema pallidum; Listeria monocytogenes; infection materno-fœtale; voie hématogène";Confondre avec transmission ascendante ou per-partum;Non vu
THEME_BACT_ANTIBIOTIQUES_PAROI_2024_S1;Bactériologie;Antibiotiques inhibiteurs du peptidoglycane;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur ceftriaxone, pénicilline G et vancomycine.;"Ceftriaxone; pénicilline G; vancomycine; peptidoglycane; paroi bactérienne";Confondre avec gentamicine ou ciprofloxacine;Non vu
THEME_BACT_COQUELUCHE_2024_S1;Bactériologie;Coqueluche;1;S1;"DL;QCM";86;Très haute;Question sur Bordetella pertussis et PCR nasopharyngée.;"Coqueluche; Bordetella pertussis; PCR nasopharyngée; vaccin";"Dire pas de vaccin; croire immunité à vie";Non vu
THEME_TRANSVERSAL_VACCINS_2024_S1;Transversal-Nosocomial;Vaccins vivants inactivés et adjuvants;1;S1;"DL;QCM";84;Haute;Question générale sur vaccins vivants atténués, vaccin polio inactivé et adjuvants.;"Vaccin vivant atténué; protection prolongée; polio inactivé; vaccin inerte; adjuvant";"Dire BCG inerte obligatoire; oublier adjuvants des vaccins inertes";Non vu
THEME_BACT_PAROI_GRAM_ZIEHL_2024_S1;Bactériologie;Paroi bactérienne Gram Ziehl BAAR;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur Gram, peptidoglycane, Ziehl-Neelsen et BAAR.;"Coloration de Gram; peptidoglycane; Ziehl-Neelsen; BAAR; Mycobacterium tuberculosis; Staphylococcus aureus";"Dire S. aureus Gram négatif; confondre absence de peptidoglycane avec Gram négatif";Non vu
THEME_BACT_IU_CRITERES_2024_S1;Bactériologie;Critères biologiques d’infection urinaire;1;S1;"DL;QCM";88;Très haute;Question sur critères biologiques d’infection urinaire et leucocyturie.;"Infection urinaire; leucocyturie; aplasie; réponse cellulaire; ECBU; contamination";"Croire critères identiques homme/femme; croire plusieurs espèces = gravité";Non vu
THEME_NOSO_MASQUES_AIR_GOUTTELETTES_2024_S1;Transversal-Nosocomial;Masque chirurgical et précautions Air;2;S1;"DL;QRU";94;Ultra prioritaire;Questions sur masque chirurgical, méningocoque, tuberculose et précautions Air.;"Masque chirurgical; méningocoque; gouttelettes; tuberculose; précautions Air; FFP2; rougeole";"Confondre masque chirurgical et FFP2; mettre légionellose ou BHRe";Non vu
THEME_NOSO_BMR_MICROBIOTE_2024_S1;Transversal-Nosocomial;Dépistage des BMR intestinales;1;S1;"DL;QRU";88;Très haute;Question sur méthode de référence pour détecter les bactéries multirésistantes du microbiote intestinal.;"BMR; microbiote intestinal; culture sur milieu sélectif; dépistage; BHRe";Répondre métagénomique ou séquençage au lieu de culture sélective;Non vu
THEME_PARA_PROTOZOAIRES_2024_S2;Parasitologie-Mycologie;Protozoaires;1;S2;"DL;QCM";86;Très haute;Question sur les protozoaires : Entamoeba, Plasmodium et Toxoplasma.;"Entamoeba histolytica; Plasmodium falciparum; Toxoplasma gondii; protozoaires";Classer Ascaris ou Fasciola comme protozoaires;Non vu
THEME_PARA_AMIBIASE_2024_S2;Parasitologie-Mycologie;Amœbose intestinale et hépatique;2;S2;"DL;QCM";94;Ultra prioritaire;Deux QCM sur amœbose intestinale aiguë et amœbose hépatique.;"Entamoeba histolytica; diarrhée afécale; selles glairo-sanglantes; douleurs abdominales; hypocondre droit; hépatomégalie; abcès hépatique";"Oublier la forme hépatique; croire absence de fièvre en amœbose hépatique";Non vu
THEME_PARA_PALUDISME_2024_S2_DL1;Parasitologie-Mycologie;Paludisme et Plasmodium;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur P. falciparum et espèces humaines de Plasmodium.;"Plasmodium falciparum; hématozoaire; moustiques infectés; microscope; sang périphérique; P. vivax; P. malariae";"Oublier les formes graves de P. falciparum; cocher P. galinaceum ou P. yoelii";Non vu
THEME_PARA_TOXOPLASMOSE_FORMES_2024_S2;Parasitologie-Mycologie;Toxoplasmose formes contaminantes;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur les formes contaminantes de Toxoplasma gondii.;"Toxoplasma gondii; oocyste; kyste; formes contaminantes";Répondre œuf, larve ou adulte;Non vu
THEME_PARA_TAENIA_SAGINATA_2024_S2;Parasitologie-Mycologie;Taenia saginata;1;S2;"DL;QCM";88;Très haute;Question sur Taenia saginata : bœuf, hôte définitif et parasite adulte chez l’homme.;"Taenia saginata; bœuf peu cuit; homme hôte définitif; forme adulte";Confondre avec Taenia solium et cysticercose;Non vu
THEME_PARA_TRICHOMONAS_2024_S2;Parasitologie-Mycologie;Trichomonas vaginalis;1;S2;"DL;QCM";88;Très haute;Question sur Trichomonas vaginalis : protozoaire flagellé, transmission sexuelle et asymptomatique chez l’homme.;"Trichomonas vaginalis; protozoaire flagellé; IST; rapports sexuels non protégés; asymptomatique homme";Lui attribuer kystes résistants ou diarrhées;Non vu
THEME_PARA_ECTOPARASITOSES_2024_S2;Parasitologie-Mycologie;Pédiculoses;1;S2;"DL;QCM";82;Haute;Question sur les pédiculoses dues à Pediculus et Phtirius.;"Pediculus humanus; Phtirius pubis; pédiculose; ectoparasite hématophage";Confondre avec Sarcoptes scabiei;Non vu
THEME_PARA_HYPEREOSINOPHILIE_2024_S2;Parasitologie-Mycologie;Hyperéosinophilie parasitaire;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur les parasitoses associées à une hyperéosinophilie.;"Ascaridiose; filariose; toxocarose; anguillulose; helminthoses; hyperéosinophilie";Associer l’amœbose à l’hyperéosinophilie typique;Non vu
THEME_PARA_CANDIDOSES_INVASIVES_2024_S2;Parasitologie-Mycologie;Candidoses invasives et candidémie;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur facteurs de risque et bilan d’extension de candidémie.;"Candidose invasive; candidémie; neutropénie; cathéter vasculaire; échographie cardiaque; fond d’œil";"Confondre galactomannane avec candidémie; élargir à grossesse/surcharge pondérale";Non vu
THEME_PARA_MALASSEZIA_2024_S2;Parasitologie-Mycologie;Malassezia;1;S2;"DL;QCM";88;Très haute;Question sur Malassezia : levures lipophiles cutanées et infections cutanées.;"Malassezia; levures lipophiles; peau humaine; infections cutanées; pityriasis versicolor";"Dire pathogène strict; croire culture facile sur Sabouraud standard";Non vu
THEME_PARA_ASPERGILLOSE_INVASIVE_2024_S2;Parasitologie-Mycologie;Aspergillose invasive diagnostic sur LBA;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur les examens du LBA pour aspergillose invasive.;"Aspergillose invasive; LBA; examen direct; culture Sabouraud; PCR Aspergillus; galactomannane";"Oublier galactomannane sur LBA; confondre avec Candida";Non vu
THEME_PARA_PNEUMOCYSTOSE_CULTURE_2024_S2;Parasitologie-Mycologie;Pneumocystose et culture;1;S2;"DL;QRU";86;Très haute;Question sur l’absence de culture de Pneumocystis en routine.;"Pneumocystis; pneumocystose; non cultivable; culture non réalisée; Sabouraud";Proposer MALDI-TOF, antifongigramme ou Sabouraud;Non vu
THEME_PARA_DERMATOPHYTES_2024_S2;Parasitologie-Mycologie;Dermatophytes diagnostic;2;S2;"DL;QCM";92;Ultra prioritaire;Questions sur dermatophytes : champignons filamenteux, origine humaine/animale/tellurique et diagnostic par squames.;"Dermatophytes; champignons filamenteux; origine humaine; origine animale; origine tellurique; squames; examen direct; culture";"Dire contamination toujours directe; chercher antigène sanguin";Non vu
THEME_PARA_GIARDIASE_2024_S2;Parasitologie-Mycologie;Giardiase manifestations;1;S2;"DL;QCM";86;Très haute;Question sur les manifestations cliniques de la giardiase.;"Giardiase; douleurs abdominales; nausées; perte de poids; infection chronique";Attendre fièvre ou troubles neurologiques;Non vu
THEME_VIRO_STRUCTURE_DIAGNOSTIC_2024_S2;Virologie;Structure virale et diagnostic virologique;3;S2;"DL;QCM";88;Très haute;Questions sur particules virales, diagnostic direct, PCR, culture et stabilité des virus enveloppés.;"Acide nucléique; capside; enveloppe; LPS; pili; diagnostic direct; PCR; virus non cultivables; virus enveloppés peu stables";"Confondre structures bactériennes et virales; confondre diagnostic direct et indirect";Non vu
THEME_VIRO_GROSSESSE_2024_S2;Virologie;Grossesse sérologies rubéole parvovirus;3;S2;"DL;QCM";96;Ultra prioritaire;DL2 teste les sérologies obligatoires en grossesse, la rubéole et la primo-infection maternelle à parvovirus B19.;"Ag HBs; IgG rubéole; dépistage rubéole; vaccination post-partum; parvovirus B19; anasarque; anémie fœtale; PCR liquide amniotique";"Ajouter HSV/VZV/rougeole comme obligatoires; vacciner rubéole pendant grossesse; oublier PCR amniotique parvovirus";Non vu
THEME_VIRO_VIH_2024_S2;Virologie;VIH diagnostic et réplication;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur ELISA 4e génération, ARN VIH plasmatique et pièges diagnostiques.;"VIH; ELISA 4e génération; anticorps VIH-1; anticorps VIH-2; ARN VIH plasmatique; nouveau-né";"Confirmer par TROD; diagnostiquer nouveau-né par anticorps";Non vu
THEME_VIRO_HPV_2024_S2;Virologie;HPV cancers et vaccination;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur HPV : cancers ORL/génitaux et vaccination à partir de 11 ans.;"HPV; cancers ORL; cancers génitaux; vaccination HPV; 11 ans";"Croire recherche HPV obligatoire chez femme enceinte; croire clairance rare";Non vu
