id;annee;session;source_pdf;bloc_annale;sous_matiere_app;type;numero_question;theme;sous_theme;question_resume;propositions_resume;reponse;correction_source;explication_courte;piege;priorite_provisoire;statut
QCM_2023_S1_PARA_DL1_010;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QCM;10;Candidémie;Facteurs de risque;QCM sur les facteurs de risque de candidémie.;A cathéters intraveineux | B antibiothérapie large spectre | C neutropénie | D infection VIH | E diabète;ABC;correction_pdf;Les cathéters intraveineux, l’antibiothérapie large spectre et la neutropénie sont les facteurs de risque retenus dans cette correction.;Ne pas élargir systématiquement à VIH/diabète quand la correction cible les facteurs majeurs classiques du contexte hospitalier.;Très haute;Non vu
QCM_2023_S1_PARA_DL1_011;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QCM;11;Aspergillose invasive;Marqueurs sériques;QCM sur les marqueurs sériques à rechercher pour le diagnostic d’aspergillose invasive.;A antigène galactomannane | B antigène pneumocoque | C antigène mannane | D ADN aspergillaire PCR | E anticorps aspergillaires;AD;correction_pdf;L’aspergillose invasive peut être documentée par antigène galactomannane et PCR Aspergillus selon le contexte.;Confondre galactomannane d’Aspergillus avec mannane de Candida.;Très haute;Non vu
QCM_2023_S1_PARA_DL1_012;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QCM;12;Pneumocystose;Mode de contamination;QCM sur les modes de contamination de la pneumocystose.;A voie respiratoire | B pénétration transcutanée | C voie intraveineuse | D transmission interhumaine | E voie digestive;AD;correction_pdf;La pneumocystose se transmet par voie respiratoire avec transmission interhumaine possible.;Ne pas confondre avec helminthoses à pénétration transcutanée ou transmission digestive.;Haute;Non vu
QCM_2023_S1_PARA_DL1_013;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QRU;13;Pneumocystose;Traitement;QRU sur le traitement de la pneumocystose.;A amphotéricine B | B fluconazole | C itraconazole | D triméthoprime-sulfaméthoxazole | E voriconazole;D;correction_pdf;Le traitement de référence de la pneumocystose est le triméthoprime-sulfaméthoxazole.;Ne pas confondre traitement de pneumocystose et traitements antifongiques de Candida/Aspergillus.;Très haute;Non vu
QCM_2023_S1_PARA_DL1_014;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QCM;14;Giardiase;Diagnostic EPS PCR;QCM sur le diagnostic de giardiase.;A leucoconcentration sanguine | B sérologie | C examen parasitologique des selles | D ponction biopsie exsangue | E PCR;CE;correction_pdf;Le diagnostic de giardiase repose sur l’examen parasitologique des selles et peut être complété par PCR selon les outils disponibles.;Ne pas utiliser sérologie ou examen sanguin comme diagnostic standard.;Haute;Non vu
QCM_2023_S1_PARA_DL1_015;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QRU;15;Cryptococcus neoformans;Encre de Chine capsule;QRU sur l’élément morphologique majeur permettant d’identifier Cryptococcus neoformans à l’encre de Chine.;A paroi | B membrane | C capsule | D mitochondries | E pseudofilaments;C;correction_pdf;À l’encre de Chine, l’élément caractéristique de Cryptococcus neoformans est sa capsule.;Ne pas confondre capsule cryptococcique avec paroi ou pseudofilaments.;Très haute;Non vu
QCM_2023_S1_PARA_DL1_016;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QRU;16;Teigne du cuir chevelu;Examen direct cheveux et squames;QRU sur l’examen prioritaire pour diagnostiquer une teigne du cuir chevelu chez un enfant avec alopécie.;A culture cheveux/squames | B examen direct cheveux/squames | C PCR dermatophytes | D lampe de Wood | E scotch-test;B;correction_pdf;L’examen direct des cheveux et squames du cuir chevelu est l’examen prioritaire pour orienter rapidement le diagnostic de teigne.;Ne pas mettre en premier la culture seule, qui est utile mais plus lente.;Haute;Non vu
QCM_2023_S1_PARA_DL1_017;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QRU;17;Aspergillus;Espèce la plus fréquente;QRU sur l’espèce d’Aspergillus la plus fréquente en pathologie humaine.;A Aspergillus fumigatus | B Aspergillus flavus | C Aspergillus terreus | D Aspergillus niger | E Aspergillus nidulans;A;correction_pdf;Aspergillus fumigatus est l’espèce d’Aspergillus la plus fréquente en pathologie humaine.;Ne pas mélanger les espèces d’Aspergillus.;Haute;Non vu
QCM_2023_S1_PARA_DL1_018;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QRU;18;Aspergillus fumigatus;Filaments septés et branchés;QRU sur l’aspect microscopique direct d’Aspergillus fumigatus.;A filaments septés et branchés | B grosses levures capsulées | C asques en amas | D pseudofilaments | E levures bourgeonnantes;A;correction_pdf;Aspergillus fumigatus est un champignon filamenteux, avec filaments septés et branchés à l’examen direct.;Ne pas confondre avec Cryptococcus capsulé, Candida bourgeonnant ou Pneumocystis.;Très haute;Non vu
QCM_2023_S1_PARA_DL1_019;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DL1;Parasitologie-Mycologie;QRU;19;Amibiase hépatique;Entamoeba histolytica;QRU sur l’espèce responsable d’amibiase hépatique.;A Entamoeba dispar | B Entamoeba histolytica | C Entamoeba coli | D Endolimax nana | E Entamoeba poleckii;B;correction_pdf;L’amibiase hépatique est due à Entamoeba histolytica.;Ne pas confondre Entamoeba histolytica pathogène avec Entamoeba dispar non pathogène.;Très haute;Non vu
QCM_2023_S1_PARA_DP_001;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCU;1;Toxoplasmose;Agent parasitaire;QCU sur la nature de l’agent responsable de la toxoplasmose.;A parasite | B mycobactérie | C arbovirus | D entérobactérie | E champignon;A;correction_pdf;La toxoplasmose est due à Toxoplasma gondii, un parasite protozoaire.;Ne pas confondre toxoplasmose avec infection bactérienne, virale ou fongique.;Très haute;Non vu
QCM_2023_S1_PARA_DP_002;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QROC;2;Toxoplasmose;Formes contaminantes;QROC demandant les deux formes évolutives de Toxoplasma gondii responsables de la contamination humaine.;Réponse ouverte : deux formes attendues;kyste / oocystes;correction_pdf;Les formes contaminantes pour l’homme sont les kystes tissulaires et les oocystes.;Ne pas répondre œuf, larve ou adulte : ces termes ne correspondent pas au cycle de Toxoplasma.;Très haute;Non vu
QCM_2023_S1_PARA_DP_003;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCM;3;Toxoplasmose;Caractéristiques générales;QCM sur les caractéristiques de la toxoplasmose.;A le plus souvent asymptomatique | B infections graves immunodéprimés | C symptomatologie digestive | D passage transplacentaire femme enceinte | E éosinophilie sanguine;ABD;correction_pdf;La toxoplasmose est souvent asymptomatique, peut être grave chez l’immunodéprimé et expose à un risque de passage transplacentaire pendant la grossesse.;Ne pas associer toxoplasmose à une éosinophilie sanguine typique.;Très haute;Non vu
QCM_2023_S1_PARA_DP_004;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QROC;4;Toxoplasmose grossesse;Sérologie initiale;QROC sur le trimestre auquel la sérologie initiale de toxoplasmose doit être réalisée pendant la grossesse.;Réponse ouverte : trimestre attendu;premier trimestre;correction_pdf;La sérologie initiale de toxoplasmose est réalisée au premier trimestre de grossesse.;Ne pas attendre le deuxième ou troisième trimestre pour le bilan initial.;Très haute;Non vu
QCM_2023_S1_PARA_DP_005;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCU;5;Toxoplasmose grossesse;Sérologie IgG IgM;QCU sur les anticorps recherchés lors de la sérologie initiale de toxoplasmose.;A uniquement IgM | B uniquement IgG | C IgM et IgG | D uniquement IgE | E uniquement IgA;C;correction_pdf;La sérologie initiale recherche les IgG et IgM spécifiques de Toxoplasma gondii.;Ne pas demander un seul type d’anticorps.;Très haute;Non vu
QCM_2023_S1_PARA_DP_006;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCM;6;Toxoplasmose grossesse;Femme enceinte non immunisée;QCM sur la conduite à tenir devant une femme enceinte non immunisée contre la toxoplasmose.;A sérologie mensuelle | B vaccination Toxoplasma | C chimioprophylaxie | D mesures hygiéno-diététiques | E toutes réponses fausses;AD;correction_pdf;"En l’absence d’immunité, on propose une sérologie mensuelle et des mesures hygiéno-diététiques ; il n’existe pas de vaccination usuelle contre Toxoplasma.";Ne pas proposer vaccin ou chimioprophylaxie systématique en l’absence d’infection.;Très haute;Non vu
QCM_2023_S1_PARA_DP_007;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCM;7;Toxoplasmose grossesse;Prévention hygiéno-diététique;QCM sur les règles hygiéno-diététiques de prévention de la toxoplasmose pendant la grossesse.;A changer litière chat avec gants | B lavage mains avant repas | C lavage crudités | D éviter viande crue | E éviter sucreries;ABCD;correction_pdf;La prévention repose sur la réduction du contact avec les oocystes et kystes : gants pour litière, lavage des mains, lavage des crudités et viande bien cuite.;Éviter les sucreries n’a pas de lien avec la prévention de la toxoplasmose.;Très haute;Non vu
QCM_2023_S1_PARA_DP_008;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCM;8;Toxoplasmose congénitale;Risque selon terme grossesse;QCM sur les risques pour l’enfant à naître en cas de primo-infection maternelle par Toxoplasma gondii.;A transmission élevée début grossesse gravité faible | B transmission élevée début grossesse gravité élevée | C transmission faible début grossesse gravité élevée | D transmission faible début grossesse gravité faible | E transmission élevée fin grossesse gravité faible;CE;correction_pdf;"En début de grossesse, la transmission est plus faible mais la gravité est élevée ; en fin de grossesse, la transmission augmente mais la gravité est généralement plus faible.";Ne pas confondre probabilité de transmission et gravité fœtale.;Très haute;Non vu
QCM_2023_S1_PARA_DP_009;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCM;9;Toxoplasmose grossesse;Séroconversion et prise en charge;QCM sur la prise en charge après séroconversion toxoplasmose à 20 SA.;A surveillance échographique fœtale | B prélèvement sanguin maternel pour PCR | C prélèvement liquide amniotique pour PCR | D prélèvement vaginal pour culture | E chimioprophylaxie;ACE;correction_pdf;Après séroconversion pendant la grossesse, la prise en charge inclut surveillance échographique, PCR sur liquide amniotique selon le terme et traitement/prophylaxie anti-toxoplasmique.;"Ne pas faire de prélèvement vaginal pour culture ; la PCR maternelle sanguine n’est pas l’examen clé de diagnostic fœtal.";Très haute;Non vu
QCM_2023_S1_PARA_DP_010;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCM;10;Toxoplasmose congénitale;Bilan néonatal;QCM sur les examens réalisés dans le bilan néonatal après séroconversion toxoplasmose pendant la grossesse.;A échographie transfontanellaire | B fond d’œil | C méconium recherche toxoplasme | D PCR toxoplasme mère et enfant | E sérologies mère/enfant comparaison profils immunologiques;ABE;correction_pdf;Le bilan néonatal comprend notamment échographie transfontanellaire, fond d’œil et comparaison des profils sérologiques mère/enfant.;Ne pas privilégier méconium ou PCR systématique mère/enfant comme examens principaux du bilan néonatal attendu ici.;Très haute;Non vu
QCM_2023_S1_PARA_DP_011;2022-2023;S1;infectio 22_23 ses 1.pdf;Partie Myco-Parasitologie - DP;Parasitologie-Mycologie;QCM;11;Toxoplasmose congénitale;Surveillance postnatale;QCM sur les conclusions devant un bilan néonatal négatif avec IgG maternelles transmises et absence d’IgM.;A surveillance enfant arrêtée | B surveillance postnatale nécessaire | C IgG maternelles doivent régresser puis disparaître en absence infection | D IgG maternelles persistent toute vie | E si infection surveillance ophtalmologique jusqu’âge adulte;BCE;correction_pdf;"Même si le bilan initial est négatif, une surveillance postnatale est nécessaire ; les IgG maternelles doivent régresser puis disparaître si l’enfant n’est pas infecté, et une infection impose une surveillance ophtalmologique prolongée.";"Ne pas arrêter trop tôt la surveillance ; ne pas croire que les IgG maternelles persistent toute la vie.";Très haute;Non vu
QCM_2023_S2_VIRO_DP_001;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;1;Grossesse non suivie;Dépistages virologiques urgents;QCM sur les dépistages virologiques à effectuer en urgence chez une femme enceinte au dernier trimestre d’une grossesse non suivie arrivant pour accoucher.;A anticorps anti-VHA | B antigène HBs | C anticorps anti-HBc | D anticorps anti-VIH par TROD | E anticorps anti-VHD;BD;correction_pdf;Chez une femme enceinte non suivie arrivant pour accoucher, les dépistages urgents retenus sont l’Ag HBs et le VIH par test rapide/TROD.;"Ne pas multiplier les sérologies non urgentes ; cibler les dépistages ayant une implication immédiate pour le nouveau-né.";Très haute;Non vu
QCM_2023_S2_VIRO_DP_002;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QROC;2;Rubéole grossesse;Immunité obligatoire;QROC sur le virus autre que le VHB dont l’immunité doit obligatoirement être recherchée chez la femme enceinte.;Réponse ouverte : virus attendu;Rubéole;correction_pdf;L’immunité vis-à-vis de la rubéole doit être recherchée pendant la grossesse.;Ne pas répondre CMV ou toxoplasmose dans cette question virologique ciblée.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_003;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;3;VHB grossesse;Transmission mère-enfant;QCM sur la transmission mère-enfant du VHB et sa prévention.;A mode de contamination prédominant à l’accouchement | B recherche Ag HBs avant 10 SA | C prévention 72h après accouchement | D prévention par séro-vaccination | E TME évolue très fréquemment vers hépatite chronique;ABDE;correction_pdf;"La transmission mère-enfant du VHB se fait surtout autour de l’accouchement ; le dépistage Ag HBs doit être précoce ; la prévention repose sur la séro-vaccination, et l’infection néonatale évolue fréquemment vers la chronicité.";Ne pas retarder la prévention à 72h : la séro-vaccination doit être très précoce après la naissance.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_004;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;4;VHB;Voies de transmission;QCM sur les voies de transmission du virus de l’hépatite B.;A voie parentérale sang/seringue | B voie materno-fœtale | C saucisse de porc insuffisamment cuite | D voie oro-fécale | E voie sexuelle;ABE;correction_pdf;Le VHB se transmet par voie parentérale, materno-fœtale et sexuelle.;Ne pas confondre VHB avec VHE pour la viande de porc ou VHA/VHE pour la voie oro-fécale.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_005;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QRU;5;Hépatite B aiguë;IgM anti-HBc;QRU sur le marqueur sérologique caractéristique d’une hépatite B aiguë.;A anticorps anti-HBs IgM | B anticorps anti-HBc IgG | C anticorps anti-HBe IgM | D anticorps anti-HBc IgM | E anticorps anti-HBs IgG;D;correction_pdf;L’IgM anti-HBc est le marqueur caractéristique d’une hépatite B aiguë ou récente.;Ne pas confondre anti-HBc IgM avec anti-HBs, qui correspond plutôt à une immunité.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_006;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;6;Hépatite B chronique;Critère virologique;QCM sur les critères virologiques définissant une hépatite B chronique.;A antigène HBs positif pendant au moins 6 mois | B anti-HBs >100 UI/mL | C charge virale >1 000 000 copies/mL | D perte anti-HBc | E charge virale <10 000 copies/mL;A;correction_pdf;L’hépatite B chronique est définie par la persistance de l’antigène HBs pendant au moins 6 mois.;Ne pas définir la chronicité par un seuil isolé de charge virale.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_007;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;7;Hépatite B chronique;Sérologie attendue;QCM sur les résultats de sérologie attendus chez une patiente avec hépatite B chronique.;A ADN VHB positif | B anticorps anti-HBs négatif | C anticorps anti-HBc négatif | D anticorps anti-VHC positif | E antigène VHA positif;AB;correction_pdf;Dans l’hépatite B chronique, l’ADN VHB peut être positif et les anticorps anti-HBs sont négatifs.;"Ne pas attendre des anti-HBs positifs dans une infection chronique active ; ne pas confondre VHB chronique et coinfection VHC.";Très haute;Non vu
QCM_2023_S2_VIRO_DP_008;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;8;Hépatite B chronique;Suivi virologique;QCM sur les biomarqueurs utilisés pour le suivi virologique d’une infection chronique par le VHB.;A charge virale du VHB | B anticorps totaux anti-HBc | C IgM anti-HBc | D antigène HBe | E anticorps anti-HBe;ADE;correction_pdf;Le suivi virologique du VHB chronique utilise notamment la charge virale VHB, l’Ag HBe et les anticorps anti-HBe.;Ne pas suivre une hépatite B chronique avec les anti-HBc totaux, qui restent positifs mais ne reflètent pas l’activité.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_009;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;9;VHB chronicité;Enfant et immunité cellulaire;QCM sur le passage à la chronicité d’une infection par le VHB.;A principalement adulte | B systématiquement lié fibrose hépatique | C dû insuffisance immunité humorale | D dû insuffisance immunité cellulaire | E principalement enfant;DE;correction_pdf;Le passage à la chronicité est favorisé par une réponse insuffisante de l’immunité cellulaire et s’observe surtout lorsque l’infection survient chez l’enfant ou le nouveau-né.;Ne pas croire que la chronicité du VHB concerne surtout l’adulte.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_010;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QROC;10;Hépatite B chronique;Virus à rechercher systématiquement;QROC sur l’autre virus à rechercher systématiquement, en plus du VIH, devant la découverte d’une hépatite B chronique.;Réponse ouverte : virus attendu;Hépatite D / VHD / virus delta;correction_pdf;Devant une hépatite B chronique, il faut rechercher le virus de l’hépatite D, qui nécessite l’Ag HBs.;Ne pas oublier le VHD chez tout porteur chronique de l’Ag HBs.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_011;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;11;VHD;Virus delta;QCM sur les caractéristiques du virus delta.;A virus à ADN | B nécessite antigène HBs pour cycle | C transmis par voie sanguine | D évolution habituellement défavorable de l’hépatite B | E chronique seulement associé VHC;BCD;correction_pdf;Le VHD nécessite l’Ag HBs pour son cycle, se transmet par voie sanguine et aggrave habituellement le pronostic de l’hépatite B.;Ne pas dire que le VHD est un virus à ADN ni qu’il dépend du VHC.;Très haute;Non vu
QCM_2023_S2_VIRO_DP_012;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Virologie;Virologie;QCM;12;Vaccin VHB;Protection VHB et VHD;QCM sur les virus contre lesquels protège un vaccin contenant de l’antigène HBs.;A virus de l’hépatite B | B virus de l’hépatite C | C virus de l’hépatite A | D virus de l’hépatite Delta | E virus de l’hépatite E;AD;correction_pdf;Le vaccin contenant l’Ag HBs protège contre le VHB et indirectement contre le VHD, qui nécessite l’Ag HBs.;Ne pas oublier la protection indirecte contre le VHD.;Très haute;Non vu
QCM_2023_S2_BACT_DP_001;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QCM;1;Infection urinaire masculine;ECBU hémocultures prise en charge;QCM sur la prise en charge initiale d’un homme de 75 ans avec fièvre, brûlures mictionnelles, difficulté à uriner et urines troubles.;A bandelette urinaire seule | B ECBU | C hémocultures | D fosfomycine-trométamol | E dépistage Chlamydia;BC;correction_pdf;"Chez un homme âgé fébrile avec signes urinaires, il faut réaliser un ECBU et des hémocultures ; une simple bandelette ou fosfomycine de cystite simple n’est pas adaptée.";"Ne pas traiter comme une cystite simple féminine ; l’infection urinaire masculine fébrile nécessite un bilan microbiologique.";Très haute;Non vu
QCM_2023_S2_BACT_DP_002;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QCM;2;ECBU;Réalisation et délais;QCM sur l’ECBU : jeûne, Gram, antibiogramme, leucocyturie normale et deuxième jet.;A réalisé à jeun | B examen direct Gram souvent disponible le jour même | C antibiogramme souvent disponible en 48h | D seuil normal leucocytes <10/mm3 ou <10^4/mL | E réalisé sur deuxième jet urinaire;BCDE;correction_pdf;"L’ECBU ne se fait pas à jeun ; le Gram peut être disponible rapidement, l’antibiogramme prend souvent 48h, le seuil normal de leucocytes est <10/mm3 ou <10^4/mL, et le prélèvement se fait sur le deuxième jet.";Ne pas dire que l’ECBU doit être réalisé à jeun.;Très haute;Non vu
QCM_2023_S2_BACT_DP_003;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QCM;3;Hémocultures;Réalisation volume Gram et concentration bactérienne;QCM sur la réalisation des hémocultures.;A 2 à 3 flacons aérobie et 2 à 3 flacons anaérobie | B 10 mL sang par flacon | C Gram sur flacon positif oriente microorganisme | D Gram directement sur sang patient avant incubation utile | E bactéries faible concentration dans sang lors bactériémies;ABCE;correction_pdf;Les hémocultures nécessitent plusieurs flacons, un volume suffisant, le Gram d’un flacon positif oriente le diagnostic, et les bactéries sont souvent en faible concentration dans le sang.;Ne pas faire un Gram directement sur le sang avant incubation comme examen utile.;Très haute;Non vu
QCM_2023_S2_BACT_DP_004;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Transversal-Nosocomial;QCM;4;Hémocultures;Mesures d’hygiène du prélèvement;QCM sur les mesures d’hygiène à appliquer pour la réalisation des hémocultures.;A port de gants à usage unique | B nettoyage savon doux si peau souillée avant antiseptique | C recapuchonner aiguille après geste | D antisepsie chlorhexidine aqueuse | E surblouse imperméable manches longues;AB;correction_pdf;Les mesures attendues sont le port de gants à usage unique et le nettoyage préalable si la peau est souillée avant antisepsie.;"Ne jamais recapuchonner l’aiguille ; ne pas confondre antisepsie adaptée avec chlorhexidine aqueuse systématique.";Très haute;Non vu
QCM_2023_S2_BACT_DP_005;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QROC;5;Endocardite infectieuse;Aspect Gram cocci Gram positif;QROC sur la description de l’aspect des bactéries à la coloration de Gram dans un contexte d’endocardite infectieuse.;Réponse ouverte : aspect attendu;cocci à Gram positif en diplocoques et chainettes;correction_pdf;L’aspect attendu est celui de cocci à Gram positif en diplocoques et chaînettes, compatible notamment avec streptocoques ou entérocoques.;Ne pas décrire des amas de staphylocoques si l’image montre des diplocoques/chaînettes.;Très haute;Non vu
QCM_2023_S2_BACT_DP_006;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QCM;6;Endocardite infectieuse;Microorganismes évoqués selon Gram;QCM sur les microorganismes à évoquer devant des cocci Gram positif en diplocoques et chaînettes en contexte d’endocardite.;A Coxiella burnetii | B Streptococcus gallolyticus | C streptocoques oraux | D Enterococcus faecalis | E Staphylococcus aureus;BCD;correction_pdf;Devant des cocci Gram positif en chaînettes/diplocoques et une endocardite, on évoque Streptococcus gallolyticus, les streptocoques oraux et Enterococcus faecalis.;"Ne pas mettre S. aureus si l’aspect n’est pas en amas ; Coxiella n’est pas visible au Gram classique.";Très haute;Non vu
QCM_2023_S2_BACT_DP_007;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QRU;7;Enterococcus faecalis;Porte d’entrée digestive;QRU sur l’autre porte d’entrée majeure à rechercher devant endocardite à Enterococcus faecalis en dehors de la porte urinaire.;A cutanée | B pulmonaire | C digestive | D oculaire | E dentaire;C;correction_pdf;En dehors d’une porte d’entrée urinaire, une porte d’entrée digestive doit être recherchée devant une infection à Enterococcus faecalis.;Ne pas confondre E. faecalis avec les streptocoques oraux où la porte d’entrée dentaire est plus attendue.;Très haute;Non vu
QCM_2023_S2_BACT_DP_008;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QCM;8;Endocardite infectieuse;Antibiothérapie;QCM sur les caractéristiques de l’antibiothérapie dans l’endocardite infectieuse.;A parentérale | B prolongée | C bactériostatique | D forte posologie | E large spectre;ABD;correction_pdf;Le traitement de l’endocardite est parentéral, prolongé, à forte posologie et doit être bactéricide/ adapté plutôt que simplement bactériostatique ou large spectre non ciblé.;"Ne pas écrire bactériostatique ; ne pas confondre traitement probabiliste large et traitement adapté prolongé.";Très haute;Non vu
QCM_2023_S2_BACT_DP_009;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Bactériologie;QROC;9;Endocardite infectieuse;Antibioprophylaxie secondaire;QROC sur la raison justifiant une antibioprophylaxie secondaire pour gestes dentaires à risque après endocardite.;Réponse ouverte : raison attendue;antécédent d’endocardite infectieuse / risque de récidive;correction_pdf;Un antécédent d’endocardite infectieuse expose à un risque de récidive et justifie une antibioprophylaxie lors de certains gestes dentaires à risque.;Ne pas répondre uniquement par l’âge ou l’infection urinaire initiale.;Très haute;Non vu
QCM_2023_S2_BACT_DP_010;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Bactério-hygiène;Transversal-Nosocomial;QCM;10;BHRe;E. coli producteur de carbapénèmase;QCM sur les mesures d’hygiène devant une colonisation digestive par Escherichia coli producteur de carbapénèmase.;A chambre individuelle recommandée | B gants usage unique pour examiner patient | C masque chirurgical si sortie chambre | D bactérie hautement résistante émergente BHRe | E tablier plastique pour tout soin direct;ADE;correction_pdf;"Un E. coli producteur de carbapénèmase est une BHRe ; les mesures attendues incluent chambre individuelle et protection de la tenue par tablier plastique pour les soins directs.";Ne pas mettre de masque chirurgical systématique : ce n’est pas une transmission respiratoire.;Très haute;Non vu
QCM_2023_S2_PARA_DP_001;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;1;Voyage en zone tropicale;Précautions sanitaires Bénin;QCM sur les précautions à prendre avant une mission humanitaire au Bénin dans des conditions sanitaires précaires.;A éviter eau douce stagnante | B hygiène stricte aliments/boissons | C rappel vaccinal anti-amaril | D éviter contacts animaux | E prophylaxie antipaludéenne;ABDE;correction_pdf;Les précautions retenues sont éviter l’eau douce stagnante, respecter une hygiène alimentaire stricte, éviter les contacts animaux et prendre une prophylaxie antipaludéenne.;Ne pas proposer systématiquement un rappel anti-amaril si la vaccination fièvre jaune est déjà à jour.;Très haute;Non vu
QCM_2023_S2_PARA_DP_002;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;2;Prévention paludisme;Prophylaxie et protection anti-vectorielle;QCM sur la prophylaxie contre le paludisme avant un séjour au Bénin.;A moustiquaire imprégnée | B méfloquine à débuter jour arrivée | C chaussures fermées sols boueux | D atovaquone-proguanil à débuter jour arrivée | E insectifuge parties découvertes;ADE;correction_pdf;La prévention du paludisme repose sur moustiquaire imprégnée, chimioprophylaxie adaptée comme atovaquone-proguanil selon contexte, et insectifuge sur les zones découvertes.;Ne pas confondre prévention du paludisme avec prévention de l’anguillulose par chaussures fermées.;Très haute;Non vu
